id,name,win,loss,tie
d8d303b4b5464e5ab1701f40a5b9dca8,John,1,0,0
09d088e8e2cd4819bc5b31d965945cc4,dealer,0,1,0
6fde7ffa52c140b4affeec64680ec363,John,0,1,0
9681436993f04720984741404fa0968d,John,0,1,0
b3509dd2862b4f799e231172b62e8e35,Dealer,1,0,0
ecccc66825024c0abbca41460b2a0ed2,Teo,0,1,0
3bfb5acb2ea84dc8aeba70d2779e4118,Dealer,1,0,0
f5cd2b710cdc4e7aa27dbe53ddce2a60,Ethan,1,0,0
8dff116b9f5b41aba8f500a027bd5de7,Dealer,0,1,0
